0,1,2,3,4,5,6,7,8,9,10
178,anyone,has,any,questions,about,PN1                 ,VHZ                 ,DD                  ,NN2                 ,II
178,apartment,community,also,offers,amenities,NN1                 ,NN1                 ,RR                  ,VVZ@                ,NN2
178,Asset,Management,LLC,now,owns,NN1                 ,NN1                 ,NP1                 ,RT                  ,VVZ
178,best,thing,about,my,job,JJT                 ,NN1                 ,II                  ,APPGE               ,NN1
178,ca n't,help,but,wonder,what,JJ                  ,NN1                 ,CCB                 ,VV0_NN1             ,DDQ
178,exciting,game,between,Top,Four,JJ                  ,NN1                 ,II                  ,NN1_JJ              ,MC
178,French,President,Francois,Hollande,said,JJ_NN1              ,NNB                 ,NP1                 ,NP1                 ,VVD
178,Get,Newcastle,United,FC,news,VV0                 ,NP1                 ,JJ                  ,NP1                 ,NN1
178,greater,New,York,City,area,JJR                 ,NP1                 ,NP1                 ,NN1                 ,NN1
178,Human,Services,Secretary,Kathleen,Sebelius,JJ_NN1              ,NN2                 ,NP1@_NN1            ,NP1                 ,NP1
178,Intelligence,Committee,Chairman,Devin,Nunes,NN1                 ,NN1                 ,NN1                 ,NP1                 ,NP2
178,just,like,any,other,day,RR                  ,II_VV0@             ,DD                  ,JJ                  ,NNT1
178,learn,something,new,every,time,VV0                 ,PN1                 ,JJ                  ,AT1                 ,NNT1
178,Los,Angeles,Community,College,District,NP1                 ,NP1                 ,NN1                 ,NN1                 ,NN1
178,Los,Angeles,with,her,husband,NP1                 ,NP1                 ,IW                  ,APPGE               ,NN1
178,make,his,first,court,appearance,VVI                 ,APPGE               ,MD                  ,NN1                 ,NN1
178,make,sure,everything,goes,smoothly,VVI                 ,JJ                  ,PN1                 ,VVZ                 ,RR
178,most,important,thing,right,now,RGT                 ,JJ                  ,NN1                 ,RR_NN1              ,RT
178,New,Zealand,Prime,Minister,John,NP1                 ,NP1                 ,JJ                  ,NN1                 ,NP1
178,Please,provide,any,additional,information,RR                  ,VV0                 ,DD                  ,JJ                  ,NN1
178,scored,his,first,NHL,goal,VVD                 ,APPGE               ,MD                  ,NP1                 ,NN1
178,someone,who,has,never,had,PN1                 ,PNQS                ,VHZ                 ,RR                  ,VHN
178,Spend,some,time,thinking,about,VV0                 ,DD                  ,NNT1                ,VVG_NN1             ,II
178,students,with,exceptional,financial,need,NN2                 ,IW                  ,JJ                  ,JJ                  ,NN1
178,sudo,apt-get,update,sudo,apt-get,NN1                 ,VV0                 ,NN1_VV0             ,NN1                 ,VV0
178,suicide,bomber,blew,himself,up,NN1                 ,NN1                 ,VVD                 ,PPX1                ,RP
178,their,interactions,with,each,other,APPGE               ,NN2                 ,IW                  ,PPX221              ,PPX222
178,through,our,social,media,channels,II                  ,APPGE               ,JJ                  ,NN                  ,NN2
178,via,United,States,Postal,Service,II                  ,NP1                 ,NP1                 ,JJ                  ,NN1
178,who,lost,their,loved,ones,PNQS                ,VVD                 ,APPGE               ,JJ%                 ,NN2
178,with,just,over,five,minutes,IW                  ,RR_JJ@              ,RG                  ,MC                  ,NNT2
178,X,X,X,X,X,ZZ1                 ,ZZ1                 ,ZZ1                 ,ZZ1                 ,ZZ1
177,about,her,relationship,with,her,II                  ,APPGE               ,NN1                 ,IW                  ,APPGE
177,about,how,visitors,use,our,II                  ,RRQ                 ,NN2                 ,VV0                 ,APPGE
177,accordance,with,accounting,principles,generally,II32                ,II33                ,VVG_NN1_JJ@         ,NN2                 ,RR
177,agree,with,pretty,much,everything,VV0                 ,IW                  ,RG                  ,RR                  ,PN1
177,Attorney,General,Loretta,Lynch,said,NN1                 ,NNB                 ,NP1                 ,NP1                 ,VVD
177,Behavioral,Risk,Factor,Surveillance,System,JJ_NN1              ,NN1                 ,NN1                 ,NN1                 ,NN1
177,even,comes,with,its,own,RR                  ,VVZ                 ,IW                  ,APPGE               ,DA
177,Federal,Student,Aid,Information,Center,JJ                  ,NN1                 ,NN1                 ,NN1                 ,NN1
177,little,over,three,years,ago,RR22                ,II                  ,MC                  ,NNT2                ,RA
177,MacBook,Pro,with,Retina,Display,NP1                 ,NN1_JJ              ,IW                  ,NP1                 ,NN1_VV0
177,medium,skillet,over,medium,heat,JJ_NN1              ,NN1                 ,II                  ,JJ_NN1              ,NN1
177,one,thing,has,remained,constant,MC1                 ,NN1                 ,VHZ                 ,VVN                 ,JJ_NN1@
177,Pennsylvania,Higher,Education,Assistance,Agency,NP1                 ,JJR                 ,NN1                 ,NN1                 ,NN1
177,position,with,six,games,lost,NN1                 ,IW                  ,MC                  ,NN2                 ,VVD_VVN
177,Royal,Commission,into,Aboriginal,Deaths,JJ                  ,NN1                 ,II                  ,JJ                  ,NN2
177,USTA,Billie,Jean,King,National,NP1_NN1             ,NP1                 ,NP1                 ,NP1@_NN1            ,JJ
177,with,his,head,held,high,IW                  ,APPGE               ,NN1                 ,VVD_VVN             ,JJ_RR@
177,with,just,over,three,minutes,IW                  ,RR_JJ@              ,RG                  ,MC                  ,NNT2
176,Air,Force,during,World,War,NN1                 ,NN1                 ,II                  ,NN1                 ,NN1
176,all,with,their,own,unique,DB_RR@              ,IW                  ,APPGE               ,DA                  ,JJ
176,business,hours,Monday,through,Friday,NN1                 ,NNT2                ,NPD1                ,II                  ,NPD1
176,Check,out,our,interview,with,VV0                 ,RP                  ,APPGE               ,NN1                 ,IW
176,Clinical,Mental,Health,Counseling,program,JJ                  ,JJ                  ,NN1                 ,NN1                 ,NN1
176,Comic,Book,Legal,Defense,Fund,JJ_NN1              ,NN1                 ,JJ                  ,NN1                 ,NN1
176,enjoy,spending,time,with,their,VV0                 ,VVG_JJ@_NN1         ,NNT1                ,IW                  ,APPGE
176,go,down,too,well,with,VVI                 ,RP                  ,RG                  ,RR                  ,IW
176,Goticket,provides,its,costumers,about,NN1_NP1             ,VVZ                 ,APPGE               ,NN2                 ,II
176,has,her,work,cut,out,VHZ                 ,APPGE               ,NN1                 ,VVN                 ,RP
176,lest,any,man,should,boast,CS                  ,DD                  ,NN1                 ,VM                  ,VVI
176,one,knows,exactly,how,many,PN122               ,VVZ                 ,RR                  ,RGQ@                ,DA2
176,see,where,I 'm,going,with,VVI                 ,RRQ                 ,NP1_VV0_NN1         ,VVG                 ,IW
176,should,take,into,consideration,when,VM                  ,VVI                 ,II                  ,NN1                 ,CS
176,South,Korean,President,Park,Geun-hye,NP1                 ,JJ                  ,NNB                 ,NP1                 ,NN1
176,Tonight,Show,with,Johnny,Carson,RT                  ,VV0                 ,IW                  ,NP1                 ,NP1
176,United,States,Army,Air,Corps,NP1                 ,NP1                 ,NN1                 ,NN1                 ,NN
176,Web,site,may,contain,links,NN1                 ,NN1                 ,VM                  ,VVI                 ,NN2
176,with,Canadian,securities,regulatory,authorities,IW                  ,JJ                  ,NN2                 ,JJ                  ,NN2
176,years,after,being,diagnosed,with,NNT2                ,II                  ,VBG                 ,VVN                 ,IW
175,easy,DIY,craft,tutorial,idea,JJ                  ,NN1                 ,NN1                 ,NN1                 ,NN1
175,graduating,high,school,seniors,who,VVG                 ,JJ                  ,NN1                 ,NN2                 ,PNQS
175,having,way,too,much,fun,VHG                 ,NN1_RR%             ,RG                  ,DA1                 ,NN1_JJ
175,Illinois,Attorney,General,Lisa,Madigan,NP1                 ,NN1                 ,NNB                 ,NP1                 ,NP1
175,Kb,Digital,PDF,Format,Written,NNU                 ,JJ                  ,NP1                 ,NN1_VV0             ,VVN
